,service_request_id,requested_datetime,service_name,agency_responsible,council_district,status_description,lat,long
9929,5098206,2018-07-25 13:22:17,NCODES & REGS,METRO AGENCIES,15.0,CLOSED,38.1922142815,-85.7695754721
9930,5098207,2018-07-25 13:22:29,HIGH GRASS WEEDS,IPL,21.0,CLOSED,38.1776206629,-85.773730791
9931,5097615,2018-07-25 13:25:00,GARBAGE MISSED,SWMS,9.0,OPEN,38.2702752875,-85.6906327586
9932,5098212,2018-07-25 13:25:00,TRASH PVT PROP,IPL,2.0,CLOSED,38.1777576796,-85.6622150711
9933,5098213,2018-07-25 13:25:00,WEATHER RELATED,PUBLIC WORKS,9.0,CLOSED,38.2669295114,-85.6964708255
9934,5098214,2018-07-25 13:25:00,STREET POTHOLE,LPM,14.0,CLOSED,38.0571115809,-85.8930769618
9935,5096676,2018-07-25 13:28:00,YARD WASTE MISS,SWMS,15.0,CLOSED,38.1910140372,-85.76281685560001
9936,5098216,2018-07-25 13:28:00,HIGH GRASS WEEDS,IPL,25.0,CLOSED,38.1073509083,-85.8539844454
9937,5098217,2018-07-25 13:30:00,DAMAGE GARB CART,SWMS,4.0,OPEN,38.2474080413,-85.7782351889
9938,5098218,2018-07-25 13:31:18,NGARBAGE DAY,PICKUP DAYS,9.0,CLOSED,38.2702752875,-85.6906327586
9939,5093031,2018-07-25 13:32:00,YARD WASTE MISS,SWMS,6.0,CLOSED,38.2372279202,-85.7821612038
9940,5090648,2018-07-25 13:33:00,VAP STRUC WEEDS,IPL,4.0,CLOSED,38.2570801953,-85.78414742560001
9941,5098219,2018-07-25 13:33:00,GARBAGE VIOLATIO,SWMS,1.0,OPEN,38.2271239256,-85.81077580739999
9942,5098220,2018-07-25 13:35:57,DEAD ANIMAL,SWMS,5.0,CLOSED,38.2571115553,-85.8093618411
9943,5098223,2018-07-25 13:37:27,TRASH PVT PROP,IPL,25.0,CLOSED,38.101255426,-85.8490676453
9944,5088235,2018-07-25 13:38:00,TRAFFIC CONCERN,METRO POLICE DEPARTMENT,25.0,CLOSED,38.101255426,-85.8490676453
9945,5098224,2018-07-25 13:38:00,DEAD ANIMAL,SWMS,22.0,CLOSED,38.1331199457,-85.5491806878
9946,5098226,2018-07-25 13:38:00,STREET POTHOLE,LPM,20.0,CLOSED,38.1711874058,-85.57588660399999
9947,5098227,2018-07-25 13:38:36,VAP STRUC WEEDS,IPL,6.0,CLOSED,38.240643185,-85.7916457608
9948,5098228,2018-07-25 13:39:00,STREET TREE,COMMUNITY FORESTRY ARBORIST,9.0,CLOSED,38.2567814999,-85.6741449342
9949,5098232,2018-07-25 13:42:00,STREET POTHOLE,LPM,25.0,CLOSED,38.142447147,-85.8129753309
9950,5098234,2018-07-25 13:42:00,HIGH GRASS WEEDS,IPL,12.0,CLOSED,38.1619882085,-85.84280266520001
9951,5098235,2018-07-25 13:43:00,DAMAGE GARB CART,SWMS,6.0,OPEN,38.2406065387,-85.79150917529999
9952,5098236,2018-07-25 13:43:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,26.0,CLOSED,38.201449626,-85.65977984109999
9953,5098239,2018-07-25 13:43:00,RAT BAITING,IPL,6.0,CLOSED,38.2406065387,-85.79150917529999
9954,5095669,2018-07-25 13:47:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,9.0,OPEN,38.2572188021,-85.717140532
9955,5098243,2018-07-25 13:49:00,NPOLICE JUD OTH,POLICE & JUDICIAL,9.0,CLOSED,38.2572188021,-85.717140532
9956,5098244,2018-07-25 13:49:00,GARBAGE MISSED,SWMS,6.0,OPEN,38.2141201481,-85.7754221249
9957,5098247,2018-07-25 13:49:00,YARD WASTE MISS,SWMS,6.0,CLOSED,38.2141201481,-85.7754221249
9958,5090929,2018-07-25 13:51:00,STREET REPAIR,LPM,22.0,OPEN,38.090927100900004,-85.5962326164
9959,5098251,2018-07-25 13:52:00,OVERGROWTH,LPM,26.0,CLOSED,38.220851914,-85.64703559739999
9960,5098252,2018-07-25 13:52:00,MISCELLANEOUS,HEALTH DEPARTMENT,25.0,CLOSED,38.1161862704,-85.81232430840001
9961,5098254,2018-07-25 13:54:00,INTERIOR VIOL,IPL,4.0,CLOSED,38.2500504002,-85.7453237127
9962,5098258,2018-07-25 13:56:29,HIGH GRASS WEEDS,IPL,18.0,CLOSED,38.252392936199996,-85.5953842322
9963,5098260,2018-07-25 13:59:00,RECYCLE BINS,SWMS,8.0,OPEN,38.2349981948,-85.7109953012
9964,5098262,2018-07-25 14:00:00,HIGH GRASS WEEDS,IPL,19.0,CLOSED,38.2729000174,-85.4388576084
9965,5087506,2018-07-25 14:01:00,DAMAGE GARB CART,SWMS,15.0,CLOSED,38.1830735132,-85.792032371
9966,5098265,2018-07-25 14:01:00,DAMAGE GARB CART,SWMS,21.0,OPEN,38.2049695535,-85.7357922871
9967,5098267,2018-07-25 14:03:42,NGARBAGE DAY,PICKUP DAYS,15.0,CLOSED,38.1830735132,-85.792032371
9968,5098269,2018-07-25 14:05:27,NYARD WASTE DAY,PICKUP DAYS,21.0,CLOSED,38.1649040705,-85.7104495921
9969,5097417,2018-07-25 14:06:00,ILLEGAL DUMPING,SWMS,3.0,CLOSED,38.2185650467,-85.7786868023
9970,5098273,2018-07-25 14:09:00,GARBAGE MISSED,SWMS,9.0,OPEN,38.2629143115,-85.7059802656
9971,5098275,2018-07-25 14:12:00,STREET POTHOLE,LPM,25.0,CLOSED,38.11300468,-85.8369867297
9972,5098276,2018-07-25 14:12:00,VEHICLE PVT PROP,IPL,14.0,CLOSED,38.0727428228,-85.8850011258
9973,5098277,2018-07-25 14:13:00,HIGH GRASS WEEDS,IPL,15.0,CLOSED,38.2021115774,-85.764770658
9974,5044377,2018-07-25 14:16:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.2483954123,-85.8101150101
9975,5098282,2018-07-25 14:18:24,DEAD ANIMAL,SWMS,19.0,CLOSED,38.2401994732,-85.4307664004
9976,5098283,2018-07-25 14:19:00,SIDEWALK REPAIR,PUBLIC WORKS,25.0,CLOSED,38.1231540404,-85.8469797091
9977,5098286,2018-07-25 14:20:34,VAP LOT WEEDS,IPL,5.0,CLOSED,38.261715014400004,-85.8004529637
9978,5098289,2018-07-25 14:21:00,MOSQUITOS,HEALTH DEPARTMENT,12.0,CLOSED,38.165697899,-85.8496813042
9979,5098288,2018-07-25 14:23:00,TRASH PVT PROP,IPL,12.0,CLOSED,38.168524673200004,-85.8361551878
9980,5097803,2018-07-25 14:24:00,JUNK VIOLATION,SWMS,15.0,CLOSED,38.1933482391,-85.78950465060001
9981,5098291,2018-07-25 14:25:00,NEW RECYCLE CART,SWMS,10.0,CLOSED,38.2319506861,-85.73594720439999
9982,5098292,2018-07-25 14:26:10,ZONING CONCERNS,IPL,12.0,CLOSED,38.165218076799995,-85.86417684770001
9983,5098293,2018-07-25 14:28:25,NJUNK WEEK,PICKUP DAYS,5.0,CLOSED,38.272483240700005,-85.8118205884
9984,5098296,2018-07-25 14:30:00,EXTERIOR VIOL,IPL,9.0,CLOSED,38.2517302479,-85.7176844084
9985,5098303,2018-07-25 14:37:00,GARBAGE MISSED,SWMS,1.0,OPEN,38.2333768577,-85.8005166506
9986,5096394,2018-07-25 14:39:00,GARBAGE MISSED,SWMS,26.0,OPEN,38.215072992399996,-85.6374180546
9987,5098305,2018-07-25 14:40:00,TRAFFIC CONCERN,METRO POLICE DEPARTMENT,12.0,OPEN,38.1632034465,-85.8156016755
9988,5097784,2018-07-25 14:41:00,PARK MAINTAIN,METRO PARKS,20.0,CLOSED,38.0926720927,-85.577947896
9989,5098306,2018-07-25 14:42:00,TRAF SIGNAL GEN,PUBLIC WORKS,12.0,OPEN,38.1649190464,-85.83030501569999
9990,5098308,2018-07-25 14:43:00,SIDEWALK REPAIR,PUBLIC WORKS,5.0,CLOSED,38.2511862474,-85.80925551189999
9991,5098311,2018-07-25 14:45:00,DAMAGE GARB CART,SWMS,15.0,OPEN,38.1964751627,-85.77642643680001
9992,5098312,2018-07-25 14:46:00,TRAF SIG TIMING,PUBLIC WORKS,24.0,OPEN,38.1035047458,-85.6725921132
9993,5098313,2018-07-25 14:47:00,STRAY ANIMAL,ANIMAL SERVICES,15.0,CLOSED,38.178364054,-85.7911531203
9994,5098319,2018-07-25 14:50:08,NCODES & REGS,METRO AGENCIES,21.0,CLOSED,38.185538004099996,-85.7680823439
9995,5098321,2018-07-25 14:51:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,8.0,OPEN,38.2086616389,-85.6872428303
9996,5098323,2018-07-25 14:54:00,VAP EXTERIOR,IPL,5.0,CLOSED,38.260087945,-85.8104428496
9997,5098325,2018-07-25 14:56:00,STREET HAZARD,LPM,4.0,OPEN,38.2314651709,-85.7496485246
9998,5098328,2018-07-25 14:59:00,DDI,METROPOLITAN SEWER DISTRICT,8.0,OPEN,38.2146919882,-85.6944145048
9999,5097425,2018-07-25 15:02:00,METRO OWNED PROP,IPL,15.0,CLOSED,38.2027481936,-85.7520630128
10000,5098333,2018-07-25 15:04:14,HIGH GRASS WEEDS,IPL,3.0,CLOSED,38.227446818800004,-85.786641172
10001,5098335,2018-07-25 15:06:43,DEAD ANIMAL,SWMS,4.0,CLOSED,38.221197045,-85.749603686
10002,5098336,2018-07-25 15:07:00,NEW RECYCLE CART,SWMS,15.0,CLOSED,38.1964751627,-85.77642643680001
10003,5098341,2018-07-25 15:07:00,DAMAGE GARB CART,SWMS,15.0,OPEN,38.1964751627,-85.77642643680001
10004,5097632,2018-07-25 15:08:00,NEW BLDG ISSUE,IPL,6.0,OPEN,38.2353740588,-85.7853011613
10005,5098338,2018-07-25 15:11:00,INTERIOR VIOL,IPL,4.0,CLOSED,38.2500589938,-85.7452960283
10006,5098339,2018-07-25 15:11:00,STOLEN GARB CART,SWMS,5.0,OPEN,38.269617192800006,-85.7866732088
10007,5098340,2018-07-25 15:11:00,RECYCLE BINS,SWMS,5.0,OPEN,38.269617192800006,-85.7866732088
10008,5098343,2018-07-25 15:15:16,STRAY ANIMAL,ANIMAL SERVICES,20.0,CLOSED,38.183462650500005,-85.566311683
10009,5098346,2018-07-25 15:17:00,GARBAGE MISSED,SWMS,1.0,OPEN,38.2310846839,-85.8119750821
10010,5098347,2018-07-25 15:18:00,STREET HAZARD,LPM,17.0,CLOSED,38.2970172263,-85.5061045496
10011,5098348,2018-07-25 15:20:00,YARD WASTE MISS,SWMS,6.0,CLOSED,38.2076877503,-85.7703967721
10012,5098351,2018-07-25 15:21:00,GARBAGE MISSED,SWMS,9.0,OPEN,38.272998486300004,-85.6920628713
10013,5098352,2018-07-25 15:21:00,MISCELLANEOUS,AIR POLLUTION CONTROL,4.0,CLOSED,38.2600651291,-85.7367502212
10014,5098355,2018-07-25 15:21:00,MISCELLANEOUS,MAYOR'S OFFICE,4.0,CLOSED,38.2600651291,-85.7367502212
10015,5098354,2018-07-25 15:22:00,NEW RECYCLE CART,SWMS,15.0,CLOSED,38.215819586900004,-85.7519572767
10016,5098357,2018-07-25 15:24:00,YARD WASTE MISS,SWMS,6.0,CLOSED,38.2118563001,-85.781567056
10017,5098358,2018-07-25 15:24:39,SUGGESTION,SWMS,13.0,OPEN,38.1345971614,-85.73679585229999
10018,5098360,2018-07-25 15:26:27,VAP STRUC WEEDS,IPL,4.0,CLOSED,38.251156473099996,-85.78809711
10019,5098361,2018-07-25 15:26:41,LIGHTING REPAIR,PUBLIC WORKS,11.0,CLOSED,38.2096264993,-85.5930853283
10020,5098367,2018-07-25 15:29:00,GARBAGE MISSED,SWMS,9.0,OPEN,38.2496171418,-85.6975330042
10021,5098368,2018-07-25 15:30:00,RAT BAITING,IPL,15.0,CLOSED,38.192205566,-85.7738242696
10022,5098369,2018-07-25 15:30:00,TRAFFIC CONCERN,METRO POLICE DEPARTMENT,4.0,OPEN,38.2486618869,-85.7277567463
10023,5098370,2018-07-25 15:32:00,STREET HAZARD,LPM,9.0,CLOSED,38.2513673719,-85.66247623550001
10024,5098371,2018-07-25 15:35:00,GARBAGE MISSED,SWMS,21.0,OPEN,38.1572868367,-85.75932566270001
10025,5071636,2018-07-25 15:36:00,DAMAGE GARB CART,SWMS,9.0,CLOSED,38.272998486300004,-85.6920628713
10026,5083497,2018-07-25 15:36:00,ROADSIDE LITTER,SWMS,21.0,OPEN,38.1738864423,-85.70682356489999
10027,5098372,2018-07-25 15:36:33,VAP EXTERIOR,IPL,5.0,CLOSED,38.262628283299996,-85.79619844359999
10028,5098373,2018-07-25 15:37:54,NCODES & REGS,METRO AGENCIES,2.0,CLOSED,38.172882553899996,-85.7064733836
10029,5098374,2018-07-25 15:38:35,EXTERIOR VIOL,IPL,25.0,CLOSED,38.1521451645,-85.8158131483
10030,5098375,2018-07-25 15:41:00,DAMAGE GARB CART,SWMS,21.0,OPEN,38.1894579649,-85.7603973404
10031,5098376,2018-07-25 15:42:00,TRAF SIGNAL REPR,PUBLIC WORKS,20.0,CLOSED,38.1006964909,-85.56561492760001
10032,5098377,2018-07-25 15:46:31,METRO OWNED PROP,IPL,4.0,CLOSED,38.2544235321,-85.7844256619
10033,5098378,2018-07-25 15:47:00,VAP LOT WEEDS,IPL,5.0,CLOSED,38.2626536262,-85.78448811060001
10034,5098379,2018-07-25 15:47:00,VAP LOT WEEDS,IPL,4.0,CLOSED,38.2546353111,-85.7844022733
10035,5098382,2018-07-25 15:51:09,NPUBLIC WORKS,METRO AGENCIES,11.0,CLOSED,38.2162795665,-85.5923572085
10036,5098385,2018-07-25 15:53:00,GARBAGE MISSED,SWMS,21.0,OPEN,38.1636645827,-85.7098611776
10037,5098387,2018-07-25 15:54:00,PED SIGNAL REPR,PUBLIC WORKS,4.0,CLOSED,38.2487510751,-85.7587990583
10038,5098388,2018-07-25 15:54:48,HIGH GRASS WEEDS,IPL,6.0,CLOSED,38.2462774068,-85.7983925949
10039,5098390,2018-07-25 15:55:43,VAP STRUC WEEDS,IPL,6.0,CLOSED,38.2460485266,-85.7986697991
10040,5098392,2018-07-25 15:56:26,HIGH GRASS WEEDS,IPL,6.0,CLOSED,38.246327106,-85.7979583386
10041,5098393,2018-07-25 15:57:39,VAP STRUC WEEDS,IPL,6.0,CLOSED,38.24635064,-85.7978404342
10042,5098394,2018-07-25 15:57:58,VAP STRUC WEEDS,IPL,6.0,CLOSED,38.2463464869,-85.7977393524
10043,5098397,2018-07-25 16:01:00,INTERIOR VIOL,IPL,2.0,CLOSED,38.16958995,-85.68673834890001
10044,5098398,2018-07-25 16:03:00,LIGHTING REPAIR,PUBLIC WORKS,4.0,OPEN,38.2479562746,-85.7582462295
10045,5098400,2018-07-25 16:04:00,ILLEGAL DUMPING,SWMS,21.0,CLOSED,38.1615322089,-85.7757616161
10046,5098402,2018-07-25 16:07:17,RECYCLE PROGRAM,SWMS,18.0,OPEN,38.2619626775,-85.581820497
10047,5098408,2018-07-25 16:16:30,EXTERIOR VIOL,IPL,15.0,CLOSED,38.2010719679,-85.78735731100001
10048,5098411,2018-07-25 16:20:00,HIGH GRASS WEEDS,IPL,15.0,CLOSED,38.184166651999995,-85.7901557283
10049,5098412,2018-07-25 16:21:29,NEW BLDG ISSUE,IPL,15.0,OPEN,38.184215998,-85.7907865718
10050,5098414,2018-07-25 16:24:00,EXTERIOR VIOL,IPL,9.0,CLOSED,38.2560409878,-85.7151419084
10051,5098416,2018-07-25 16:25:00,STREET TREE,COMMUNITY FORESTRY ARBORIST,26.0,CLOSED,38.214819839,-85.6379214353
10052,5098418,2018-07-25 16:27:00,TRASH PVT PROP,IPL,3.0,CLOSED,38.2250898998,-85.79209557850001
10053,5098420,2018-07-25 16:29:16,MISCELLANEOUS,SWMS,5.0,CLOSED,38.2667996504,-85.7845652805
10054,5098421,2018-07-25 16:32:58,VAP LOT WEEDS,IPL,1.0,CLOSED,38.233758915100005,-85.8004934681
10055,5098422,2018-07-25 16:33:00,INTERIOR VIOL,IPL,12.0,CLOSED,38.1558355495,-85.80375716399999
10056,5098424,2018-07-25 16:35:00,GARBAGE MISSED,SWMS,1.0,OPEN,38.233893959,-85.8004580493
10057,5098425,2018-07-25 16:36:00,STOLEN GARB CART,SWMS,8.0,OPEN,38.2216980838,-85.6816939422
10058,5098429,2018-07-25 16:36:00,UTILITY CONCERNS,LPM,8.0,CLOSED,38.2216980838,-85.6816939422
10059,5098430,2018-07-25 16:41:00,STREET TREE,COMMUNITY FORESTRY ARBORIST,10.0,CLOSED,38.2236278581,-85.7323791341
10060,5098431,2018-07-25 16:43:00,NEW RECYCLE CART,SWMS,6.0,CLOSED,38.2310429041,-85.7647019404
10061,5098432,2018-07-25 16:43:00,RECYCLE BINS,SWMS,6.0,OPEN,38.2310429041,-85.7647019404
10062,5098435,2018-07-25 16:46:00,STREET POTHOLE,LPM,15.0,CLOSED,38.1971702921,-85.7833178335
10063,5098436,2018-07-25 16:47:00,STREET HAZARD,LPM,12.0,OPEN,38.1571913297,-85.8847646106
10064,5098437,2018-07-25 16:49:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,4.0,OPEN,38.2332567342,-85.7482927617
10065,5098438,2018-07-25 16:49:00,STREET POTHOLE,LPM,14.0,CLOSED,38.0619894727,-85.9017815915
10066,5098439,2018-07-25 16:49:00,STREET REPAIR,LPM,14.0,OPEN,38.1427346944,-85.8508833229
10067,5098402,2018-07-25 16:51:00,RECYCLE PROGRAM,SWMS,18.0,OPEN,38.2619626775,-85.581820497
10068,5098440,2018-07-25 16:52:00,INTERIOR VIOL,IPL,6.0,CLOSED,38.2370808506,-85.7605658026
10069,5098441,2018-07-25 16:52:00,STOLEN GARB CART,SWMS,6.0,OPEN,38.2428239913,-85.7885091768
10070,5098443,2018-07-25 16:54:33,LITTER BASKETS,SWMS,1.0,CLOSED,38.24396952,-85.81596792270001
10071,5098446,2018-07-25 16:55:00,BASKETBALL GOAL,LPM,15.0,OPEN,38.1968297118,-85.7818559472
10072,4815318,2018-07-25 16:56:00,SIDEWALK REPAIR,PUBLIC WORKS,8.0,CLOSED,38.2322598086,-85.707280858
10073,5066913,2018-07-25 16:56:00,STOLEN GARB CART,SWMS,4.0,CLOSED,38.246758562,-85.7359889741
10074,5098449,2018-07-25 17:00:00,STREET HAZARD,LPM,12.0,CLOSED,38.161155020900004,-85.8816421933
10075,5098448,2018-07-25 17:00:24,ILLEGAL DUMPING,SWMS,12.0,CLOSED,38.161155020900004,-85.8816421933
10076,5098450,2018-07-25 17:01:00,EXTERIOR VIOL,IPL,1.0,CLOSED,38.1921973353,-85.8413140566
10077,5098452,2018-07-25 17:03:00,VEHICLE PVT PROP,IPL,1.0,CLOSED,38.180945291,-85.8541434339
10078,5098457,2018-07-25 17:05:00,VEHICLE PVT PROP,IPL,1.0,CLOSED,38.180945291,-85.8541434339
10079,5098458,2018-07-25 17:06:54,INTERIOR VIOL,IPL,23.0,CLOSED,38.1363077326,-85.6335164977
10080,5094944,2018-07-25 17:08:00,RECYCLING MISSED,SWMS,8.0,CLOSED,38.2404108671,-85.7286997038
10081,5098459,2018-07-25 17:08:15,VEHICLE PVT PROP,IPL,24.0,CLOSED,38.1205734082,-85.6878041305
10082,5098461,2018-07-25 17:10:00,SPEED HUMPS,PUBLIC WORKS,1.0,OPEN,38.173072638600004,-85.8456304404
10083,5098462,2018-07-25 17:12:00,YARD WASTE MISS,SWMS,1.0,CLOSED,38.226465714899994,-85.8176760957
10084,5098464,2018-07-25 17:15:00,WEATHER RELATED,PUBLIC WORKS,8.0,CLOSED,38.2266777168,-85.7067406592
10085,5098465,2018-07-25 17:15:00,VEHICLE PVT PROP,IPL,1.0,CLOSED,38.1806828404,-85.8538558096
10086,5098463,2018-07-25 17:15:40,TRASH PVT PROP,IPL,5.0,CLOSED,38.2624914063,-85.7803151813
10087,5098466,2018-07-25 17:18:00,MISCELLANEOUS,LOUISVILLE WATER COMPANY,10.0,OPEN,38.2224760533,-85.730949171
10088,5098468,2018-07-25 17:20:00,RECYCLING MISSED,SWMS,8.0,CLOSED,38.2380486961,-85.7141208849
10089,5098469,2018-07-25 17:21:00,SIGNAGE REPAIR,PUBLIC WORKS,1.0,OPEN,38.238086753699996,-85.8210512582
10090,5098470,2018-07-25 17:24:00,MISCELLANEOUS,LPM,8.0,CLOSED,38.2440415573,-85.7042464399
10091,5098472,2018-07-25 17:27:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,5.0,OPEN,38.250373486,-85.8308971937
10092,5085768,2018-07-25 17:28:00,SIDEWALK REPAIR,PUBLIC WORKS,2.0,CLOSED,38.1757849635,-85.67987130739999
10093,5098475,2018-07-25 17:34:18,ACCESS PARK ZONE,PUBLIC WORKS,4.0,OPEN,38.2586772345,-85.7852957611
10094,5098477,2018-07-25 17:53:00,GARBAGE MISSED,SWMS,15.0,OPEN,38.1784416558,-85.7913078534
10095,5098480,2018-07-25 17:58:00,GARBAGE MISSED,SWMS,21.0,OPEN,38.1891425004,-85.7717835447
10096,5098483,2018-07-25 18:04:00,HIGH GRASS WEEDS,IPL,8.0,OPEN,38.2401099784,-85.72838714609999
10097,5098484,2018-07-25 18:10:00,YARD WASTE MISS,SWMS,10.0,CLOSED,38.2207699817,-85.729911793
10098,5098486,2018-07-25 18:12:00,GARBAGE MISSED,SWMS,6.0,OPEN,38.2202968669,-85.776676255
10099,5098487,2018-07-25 18:14:00,RECYCLING MISSED,SWMS,4.0,CLOSED,38.234923077800005,-85.73868562140001
10100,5098488,2018-07-25 18:17:00,VEHICLE PVT PROP,IPL,23.0,CLOSED,38.1272204713,-85.6484466048
10101,5098489,2018-07-25 18:18:55,ANIMAL NUISANCE,ANIMAL SERVICES,26.0,CLOSED,38.2375947251,-85.6453275864
10102,5098490,2018-07-25 18:22:00,HIGH GRASS WEEDS,IPL,5.0,CLOSED,38.2705543228,-85.7937091832
10103,5098491,2018-07-25 18:24:00,YARD WASTE MISS,SWMS,9.0,CLOSED,38.2546466934,-85.7005518966
10104,5098492,2018-07-25 18:25:27,INTERIOR VIOL,IPL,13.0,CLOSED,38.1239557581,-85.7440322863
10105,5098494,2018-07-25 18:27:00,PED SIGNAL REPR,PUBLIC WORKS,4.0,CLOSED,38.2442405691,-85.7587005722
10106,5098495,2018-07-25 18:28:00,TRAF SIGNAL REPR,PUBLIC WORKS,6.0,CLOSED,38.2370532629,-85.7565895892
10107,5098496,2018-07-25 18:29:00,GARBAGE MISSED,SWMS,21.0,OPEN,38.1855398036,-85.7721604701
10108,5098497,2018-07-25 18:29:00,ILLEGAL DUMPING,SWMS,4.0,CLOSED,38.2380586673,-85.7449793532
10109,5098498,2018-07-25 18:31:00,RAT BAITING,IPL,3.0,CLOSED,38.2268112971,-85.80002140229999
10110,5098499,2018-07-25 18:32:00,TRAF SIGNAL REPR,PUBLIC WORKS,6.0,CLOSED,38.2267607297,-85.7689994374
10111,5098501,2018-07-25 18:35:59,VAP LOT WEEDS,IPL,5.0,CLOSED,38.251850486,-85.8039271618
10112,5098502,2018-07-25 18:38:00,RECYCLING MISSED,SWMS,15.0,CLOSED,38.1835597361,-85.7996941479
10113,5098503,2018-07-25 18:40:00,RECYCLING MISSED,SWMS,10.0,CLOSED,38.1995116222,-85.6985048452
10114,5098504,2018-07-25 18:42:00,RECYCLING MISSED,SWMS,4.0,CLOSED,38.2310127914,-85.7431596287
10115,5093435,2018-07-25 18:47:00,YARD WASTE MISS,SWMS,4.0,CLOSED,38.2248690931,-85.7435938771
10116,5098506,2018-07-25 18:47:00,RECYCLING MISSED,SWMS,4.0,CLOSED,38.2315796498,-85.7447903109
10117,5098508,2018-07-25 18:53:06,VAP LOT WEEDS,IPL,6.0,CLOSED,38.2106587283,-85.7698115056
10118,5098509,2018-07-25 18:55:00,TRAF SIG TIMING,PUBLIC WORKS,22.0,OPEN,38.1451937956,-85.5849642976
10119,5098510,2018-07-25 18:58:00,SIGNAGE REPAIR,KY DEPT OF TRANSPORTATION,13.0,OPEN,38.1421441575,-85.77441380479999
10120,5098511,2018-07-25 18:59:00,STOLEN GARB CART,SWMS,1.0,OPEN,38.2365841548,-85.8075701323
10121,5098513,2018-07-25 18:59:00,GARBAGE MISSED,SWMS,1.0,OPEN,38.2365841548,-85.8075701323
10122,5098512,2018-07-25 19:01:00,MISCELLANEOUS,SWMS,13.0,OPEN,38.1445100821,-85.773725699
10123,5098516,2018-07-25 19:54:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,10.0,CLOSED,38.200450893,-85.672828803
10124,5098517,2018-07-25 20:04:00,ILLEGAL PARKING,PARKING AUTHORITY OF RIVER CTY,6.0,CLOSED,38.2361170352,-85.7633104799
10125,5098519,2018-07-25 21:26:00,STOP SIGN REPAIR,PUBLIC WORKS,13.0,CLOSED,38.1314259793,-85.7697238489
10126,5098520,2018-07-25 22:27:00,HIGH GRASS WEEDS,IPL,25.0,CLOSED,38.097474401199996,-85.8496066734
10127,5098521,2018-07-25 22:45:00,PERMIT QUESTION,METRO POLICE DEPARTMENT,5.0,OPEN,38.261940095599996,-85.77858283
10128,5098523,2018-07-25 23:24:00,RECYCLING MISSED,SWMS,8.0,CLOSED,38.2319398944,-85.7005511239
10129,5098524,2018-07-26 03:20:00,TRASH PVT PROP,IPL,14.0,CLOSED,38.1121912299,-85.88121904409999
10130,5098586,2018-07-26 06:47:00,NEW RECYCLE CART,SWMS,4.0,OPEN,38.254856475,-85.7330514136
10131,5098588,2018-07-26 06:51:00,NEW RECYCLE CART,SWMS,9.0,OPEN,38.2518740031,-85.693590261
10132,5098587,2018-07-26 06:51:53,LIGHTING REPAIR,PUBLIC WORKS,26.0,CLOSED,38.205941475799996,-85.6332002547
10133,5098589,2018-07-26 06:53:00,NOISE CONCERNS,METRO POLICE DEPARTMENT,8.0,OPEN,38.2410577558,-85.7253246627
10134,5098590,2018-07-26 06:54:00,PERMIT QUESTION,PUBLIC WORKS,5.0,OPEN,38.2600790491,-85.7976941808
10135,5098591,2018-07-26 06:55:00,NEW RECYCLE CART,SWMS,8.0,OPEN,38.2214163492,-85.6869659865
10136,5098592,2018-07-26 06:59:00,RECYCLING MISSED,SWMS,6.0,CLOSED,38.2344284567,-85.7617919984
10137,5098594,2018-07-26 07:00:00,JUNK VIOLATION,SWMS,9.0,CLOSED,38.260138209699996,-85.7028559647
10138,5098595,2018-07-26 07:00:00,NEW RECYCLE CART,SWMS,4.0,OPEN,38.242736460399996,-85.7291788557
10139,5098593,2018-07-26 07:00:53,HIGH GRASS WEEDS,IPL,14.0,CLOSED,38.0818563126,-85.8664493346
10140,5098596,2018-07-26 07:01:00,RECYCLING MISSED,SWMS,8.0,CLOSED,38.209629837899996,-85.6833253083
10141,5098597,2018-07-26 07:02:00,JUNK VIOLATION,SWMS,9.0,CLOSED,38.2625614852,-85.699459519
10142,5098598,2018-07-26 07:03:00,JUNK VIOLATION,SWMS,4.0,CLOSED,38.2351666941,-85.740901656
10143,5098599,2018-07-26 07:04:00,JUNK VIOLATION,SWMS,4.0,CLOSED,38.2519745172,-85.7833221159
10144,5098601,2018-07-26 07:04:00,NEW RECYCLE CART,SWMS,8.0,OPEN,38.2288739472,-85.7015169876
10145,5090383,2018-07-26 07:06:00,ILLEGAL DUMPING,SWMS,5.0,CLOSED,38.2661801289,-85.7798704043
10146,5098600,2018-07-26 07:06:00,JUNK VIOLATION,SWMS,5.0,CLOSED,38.247635588200005,-85.8153817917
10147,5098602,2018-07-26 07:07:00,JUNK VIOLATION,SWMS,5.0,CLOSED,38.2521127555,-85.8227016609
10148,5098603,2018-07-26 07:08:00,JUNK VIOLATION,SWMS,5.0,CLOSED,38.264921779,-85.8186317716
10149,5098604,2018-07-26 07:09:00,REPORT LITTERER,SWMS,18.0,OPEN,38.2421092378,-85.5769483327
